,date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
0,2022-07-12,700,17,62,2,4,236,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,41,10,6,1022,30,2,17,62,7,45,17,62,4,7,17,62,5
0,2022-07-12,800,20,67,2,3,119,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,36,10,6,1022,30,2,20,67,9,49,20,67,3,5,20,67,5
0,2022-07-12,900,22,72,2,3,1,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,31,10,6,1022,30,2,24,76,8,47,22,72,6,10,24,76,6
0,2022-07-12,1000,24,75,2,3,109,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,28,10,6,1021,30,1,24,76,8,46,24,75,7,12,24,76,6
0,2022-07-12,1100,25,77,2,4,218,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,26,10,6,1021,30,1,25,77,7,45,25,77,9,14,25,77,6
0,2022-07-12,1200,26,79,3,4,326,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,23,10,6,1021,30,0,26,78,7,45,26,79,10,16,26,78,7
0,2022-07-12,1300,27,80,3,5,337,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,23,10,6,1021,30,0,25,78,4,39,27,80,10,16,25,78,7
0,2022-07-12,1400,29,83,4,6,348,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,22,10,6,1021,30,0,27,80,5,41,29,83,10,17,27,80,7
0,2022-07-12,1500,29,84,5,8,359,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,22,10,6,1020,30,0,28,82,9,49,29,84,10,17,28,82,7
0,2022-07-12,1600,29,84,4,7,242,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,25,10,6,1020,30,0,27,81,7,44,29,84,10,16,27,81,7
0,2022-07-12,1700,28,82,4,7,125,SE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,28,10,6,1021,30,0,27,80,8,46,28,82,9,15,27,80,7
0,2022-07-12,1800,27,80,4,6,7,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,31,10,6,1021,30,0,26,79,8,47,27,80,8,14,26,79,1
0,2022-07-12,1900,24,75,3,5,114,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,38,10,6,1022,30,0,25,76,8,47,24,75,7,11,25,76,1
0,2022-07-12,2000,22,72,3,4,221,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,45,10,6,1023,30,0,25,76,12,53,22,72,7,11,25,76,1
0,2022-07-12,2100,21,69,2,3,327,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,51,10,6,1024,30,0,21,69,11,52,21,69,4,7,21,69,1
0,2022-07-12,2200,20,68,2,4,332,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,51,10,6,1024,30,1,20,68,11,52,20,68,5,8,20,68,1
0,2022-07-12,2300,20,67,3,4,336,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,51,10,6,1025,30,2,20,67,11,52,20,67,5,9,20,67,1
0,2022-07-13,0,19,66,3,5,340,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,52,10,6,1025,30,3,19,66,11,51,19,66,6,10,19,66,1
0,2022-07-13,100,19,66,3,5,342,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,50,10,6,1025,30,2,19,66,10,50,19,66,6,9,19,66,1
0,2022-07-13,200,18,64,3,4,344,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,48,10,6,1025,30,1,18,64,10,49,18,64,6,9,18,64,1
0,2022-07-13,300,18,64,3,4,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,46,10,6,1025,30,0,18,64,9,48,18,64,6,9,18,64,1
0,2022-07-13,400,17,63,3,4,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,46,10,6,1025,30,0,17,63,9,48,17,63,6,9,17,63,1
0,2022-07-13,500,15,59,3,5,352,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,46,10,6,1025,30,0,15,59,4,39,15,59,6,9,15,59,1
0,2022-07-13,600,15,59,3,5,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,47,10,6,1025,30,0,15,59,4,39,15,59,6,10,15,59,5
0,2022-07-13,700,18,64,2,4,241,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,41,10,6,1025,30,0,18,64,4,39,18,64,5,7,18,64,5
0,2022-07-13,800,21,70,2,3,127,SE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,35,10,6,1024,30,0,21,70,4,40,21,70,6,10,21,70,6
0,2022-07-13,900,24,75,1,2,12,NNE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,29,10,6,1023,30,0,24,75,5,40,24,75,6,9,24,75,6
0,2022-07-13,1000,25,77,2,3,111,ESE,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.1,0.0,26,10,6,1023,30,76,24,76,4,39,25,77,7,11,24,76,5
0,2022-07-13,1100,26,79,2,4,211,SSW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.1,0.0,23,10,6,1023,30,87,25,77,3,38,26,79,8,13,25,77,6
0,2022-07-13,1200,27,81,3,4,310,NW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.1,0.0,21,10,6,1023,30,87,25,78,3,37,27,81,9,14,25,78,6
0,2022-07-13,1300,28,83,5,8,327,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.1,0.0,21,10,6,1022,30,80,26,79,4,40,28,83,11,17,26,79,6
0,2022-07-13,1400,29,85,8,12,343,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.2,0.0,22,10,6,1022,30,86,27,81,6,42,29,85,13,21,27,81,6
0,2022-07-13,1500,29,84,7,11,359,N,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.1,0.0,23,10,6,1022,30,77,28,83,10,51,29,84,12,19,28,83,6
0,2022-07-13,1600,28,83,6,9,353,N,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.2,0.0,26,10,6,1022,30,78,28,82,11,52,28,83,9,15,28,82,6
0,2022-07-13,1700,28,82,6,10,347,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.4,0.0,30,10,6,1022,30,78,27,80,8,47,28,82,9,15,27,80,6
0,2022-07-13,1800,27,80,4,6,341,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.3,0.0,33,10,6,1023,30,88,26,79,9,49,27,80,7,12,26,79,1
0,2022-07-13,1900,24,75,3,4,344,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,42,10,6,1024,30,85,25,77,10,49,24,75,7,11,25,77,1
0,2022-07-13,2000,22,72,2,3,347,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,51,10,6,1025,30,0,25,76,13,56,22,72,5,8,25,76,1
0,2022-07-13,2100,20,68,0,1,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,60,10,6,1026,30,0,20,68,14,56,20,68,4,7,20,68,1
0,2022-07-13,2200,20,67,1,1,351,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,61,10,6,1026,30,0,20,67,13,56,20,67,4,7,20,67,1
0,2022-07-13,2300,19,67,1,2,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,63,10,6,1026,30,0,19,67,13,56,19,67,6,9,19,67,1
0,2022-07-14,0,19,66,2,3,354,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,65,10,6,1026,30,0,19,66,13,56,19,66,7,11,19,66,1
0,2022-07-14,100,18,65,3,4,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,57,10,6,1026,30,0,18,65,12,53,18,65,8,12,18,65,1
0,2022-07-14,200,18,64,3,5,357,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,49,10,6,1026,30,0,18,64,10,50,18,64,7,11,18,64,1
0,2022-07-14,300,17,63,4,6,359,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,41,10,6,1025,30,0,17,63,9,47,17,63,9,14,17,63,1
0,2022-07-14,400,17,62,4,7,358,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,40,10,6,1025,30,0,17,62,8,47,17,62,9,14,17,62,1
0,2022-07-14,500,17,62,4,7,357,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,38,10,6,1025,30,1,17,62,8,46,17,62,9,15,17,62,1
0,2022-07-14,600,16,62,4,7,357,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,37,10,6,1025,30,1,16,62,7,45,16,62,9,15,16,62,5
0,2022-07-14,700,18,65,4,7,357,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,33,10,6,1025,30,1,18,65,8,46,18,65,8,13,18,65,5
0,2022-07-14,800,21,70,4,7,358,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,29,10,6,1024,30,0,21,70,9,48,21,70,7,11,21,70,6
0,2022-07-14,900,23,73,4,7,359,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,24,10,6,1024,30,0,23,73,1,34,23,73,8,13,23,73,6
0,2022-07-14,1000,25,76,5,8,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,22,10,6,1023,30,0,25,77,7,45,25,76,10,15,25,77,6
0,2022-07-14,1100,26,78,5,8,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,19,10,6,1023,30,0,25,77,6,44,26,78,11,18,25,77,7
0,2022-07-14,1200,27,80,5,9,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,17,10,6,1022,30,0,26,78,5,42,27,80,12,19,26,78,7
0,2022-07-14,1300,27,81,6,9,349,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,16,10,6,1022,30,1,25,77,-1,31,27,81,12,20,25,77,7
0,2022-07-14,1400,29,83,6,10,347,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,16,10,6,1022,30,2,26,80,0,33,29,83,13,21,26,80,7
0,2022-07-14,1500,30,86,6,10,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,16,10,6,1021,30,2,28,82,1,34,30,86,14,22,28,82,8
0,2022-07-14,1600,29,84,7,11,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,19,10,6,1021,30,2,27,80,3,37,29,84,15,24,27,80,7
0,2022-07-14,1700,28,82,7,12,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,22,10,6,1021,30,1,26,79,4,39,28,82,14,23,26,79,7
0,2022-07-14,1800,27,80,8,12,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,25,10,6,1021,30,0,26,78,5,42,27,80,13,21,26,78,1
0,2022-07-14,1900,25,77,7,11,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,31,10,6,1022,30,0,25,77,8,47,25,77,10,15,25,77,1
0,2022-07-14,2000,23,73,6,10,355,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,36,10,6,1023,30,0,24,76,9,47,23,73,10,17,24,76,1
0,2022-07-14,2100,21,70,5,9,360,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,42,10,6,1024,30,0,24,75,9,48,21,70,11,18,21,70,1
0,2022-07-14,2200,20,68,6,9,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,41,10,6,1024,30,0,20,68,8,47,20,68,12,19,20,68,1
0,2022-07-14,2300,19,67,6,9,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,41,10,6,1025,30,0,19,67,8,46,19,67,12,19,19,67,1
0,2022-07-15,0,18,65,6,9,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,40,10,6,1025,30,0,18,65,7,45,18,65,12,20,18,65,1
0,2022-07-15,100,17,63,5,9,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,42,10,6,1024,30,0,17,63,7,44,17,63,11,18,17,63,1
0,2022-07-15,200,17,62,5,8,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,43,10,6,1024,30,0,17,62,7,44,17,62,10,17,17,62,1
0,2022-07-15,300,16,61,4,7,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,45,10,6,1024,30,0,16,61,6,43,16,61,9,15,16,61,1
0,2022-07-15,400,16,60,4,7,351,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,45,10,6,1023,30,0,16,60,6,43,16,60,9,15,16,60,1
0,2022-07-15,500,15,59,4,7,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,46,10,6,1023,30,0,15,59,6,43,15,59,9,15,15,59,1
0,2022-07-15,600,15,59,4,7,355,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,47,10,6,1023,30,0,15,59,6,42,15,59,9,14,15,59,4
0,2022-07-15,700,17,62,4,6,354,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,41,10,6,1022,30,0,17,62,7,44,17,62,7,12,17,62,5
0,2022-07-15,800,21,69,4,6,354,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,35,10,6,1021,30,0,21,69,8,47,21,69,6,9,21,69,6
0,2022-07-15,900,23,74,3,5,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,29,10,6,1020,30,0,24,75,7,45,23,74,7,12,24,75,6
0,2022-07-15,1000,25,77,3,5,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,26,10,6,1020,30,0,25,77,7,45,25,77,9,14,25,77,6
0,2022-07-15,1100,26,78,3,6,340,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,23,10,6,1020,30,0,24,76,3,37,26,78,9,15,24,76,7
0,2022-07-15,1200,28,82,4,6,333,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,20,10,6,1019,30,0,26,79,3,37,28,82,10,16,26,79,7
0,2022-07-15,1300,29,84,4,6,339,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,19,10,6,1019,30,0,27,80,3,38,29,84,10,17,27,80,7
0,2022-07-15,1400,30,85,4,6,346,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,19,10,6,1018,30,0,27,81,3,38,30,85,11,17,27,81,7
0,2022-07-15,1500,31,87,4,7,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,18,10,6,1018,30,0,28,83,4,39,31,87,11,17,28,83,8
0,2022-07-15,1600,30,85,4,6,235,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,21,10,6,1018,30,0,27,81,5,40,30,85,10,16,27,81,7
0,2022-07-15,1700,28,83,4,6,118,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,24,10,6,1018,30,0,27,80,6,42,28,83,10,16,27,80,7
0,2022-07-15,1800,27,81,4,6,1,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,27,10,6,1018,30,0,26,79,7,44,27,81,10,15,26,79,1
0,2022-07-15,1900,26,78,4,6,120,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,33,10,6,1019,30,1,26,78,10,50,26,78,9,15,26,78,1
0,2022-07-15,2000,23,74,4,7,239,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,39,10,6,1021,30,1,25,76,10,51,23,74,8,12,25,76,1
0,2022-07-15,2100,21,70,5,8,358,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,46,10,6,1022,30,1,24,76,10,50,21,70,9,15,21,70,1
0,2022-07-15,2200,21,69,4,7,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,44,10,6,1022,30,2,21,69,10,49,21,69,9,14,21,69,1
0,2022-07-15,2300,20,68,4,6,355,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,41,10,6,1023,30,2,20,68,9,49,20,68,8,13,20,68,1
0,2022-07-16,0,20,67,4,6,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,39,10,6,1023,30,2,20,67,9,48,20,67,8,12,20,67,1
0,2022-07-16,100,19,65,3,5,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,39,10,6,1023,30,2,19,65,8,47,19,65,7,11,19,65,1
0,2022-07-16,200,18,64,3,5,352,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,38,10,6,1022,30,1,18,64,7,45,18,64,7,11,18,64,1
0,2022-07-16,300,17,62,3,5,351,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,37,10,6,1022,30,0,17,62,7,44,17,62,6,10,17,62,1
0,2022-07-16,400,17,62,3,5,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,38,10,6,1022,30,0,17,62,7,45,17,62,6,10,17,62,1
0,2022-07-16,500,17,62,3,5,354,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,39,10,6,1022,30,0,17,62,7,45,17,62,6,10,17,62,1
0,2022-07-16,600,17,63,3,5,355,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,40,10,6,1022,30,0,17,63,8,46,17,63,6,10,17,63,5
0,2022-07-16,700,19,66,2,4,342,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,36,10,6,1021,30,0,19,66,9,47,19,66,5,7,19,66,5
0,2022-07-16,800,21,70,2,3,329,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,31,10,6,1021,30,0,23,74,3,37,21,70,7,11,21,70,6
0,2022-07-16,900,24,76,2,3,315,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,26,10,6,1020,30,0,24,75,4,39,24,76,7,11,24,75,6
0,2022-07-16,1000,25,78,2,4,327,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,24,10,6,1020,30,0,24,76,3,37,25,78,8,13,24,76,7
0,2022-07-16,1100,27,81,3,5,338,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,21,10,6,1020,30,0,26,79,6,44,27,81,9,15,26,79,7
0,2022-07-16,1200,28,83,4,6,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,18,10,6,1019,30,0,27,80,6,43,28,83,10,16,27,80,7
